Species,Year,Month,Size_cm_FL,Stock
POR,1996,9,218,NW
POR,1996,9,193,NW
POR,1996,9,158,NW
POR,1996,9,188,NW
POR,1996,9,193,NW
POR,1996,9,119,NW
POR,1996,9,192,NW
POR,1996,9,179,NW
POR,1996,9,214,NW
POR,1996,9,117,NW
POR,1996,9,190,NW
POR,1996,9,197,NW
POR,1996,9,96,NW
POR,1996,9,143,NW
POR,1996,9,164,NW
POR,1996,9,204,NW
POR,1996,9,214,NW
POR,1996,9,165,NW
POR,1996,9,168,NW
POR,1996,9,150,NW
POR,1996,9,197,NW
POR,1996,9,214,NW
POR,1996,9,132,NW
POR,1996,9,172,NW
POR,1996,9,220,NW
POR,1996,9,147,NW
POR,1996,9,177,NW
POR,1996,9,200,NW
POR,1996,9,148,NW
POR,1996,9,150,NW
POR,1996,9,213,NW
POR,1996,9,214,NW
POR,1996,9,213,NW
POR,1996,9,195,NW
POR,1996,9,218,NW
POR,1996,9,158,NW
POR,1996,9,217,NW
POR,1996,9,221,NW
POR,1996,9,140,NW
POR,1996,9,99,NW
POR,1996,9,197,NW
POR,1996,9,205,NW
POR,1996,9,216,NW
POR,1996,9,218,NW
POR,1996,9,131,NW
POR,1996,9,186,NW
POR,1996,9,139,NW
POR,1996,9,200,NW
POR,1996,9,157,NW
POR,1996,9,177,NW
POR,1996,9,156,NW
POR,1996,9,155,NW
POR,1996,9,158,NW
POR,1996,9,213,NW
POR,1996,9,155,NW
POR,1996,9,168,NW
POR,1996,9,177,NW
POR,1996,9,205,NW
POR,1996,9,175,NW
POR,1996,9,180,NW
POR,1996,9,111,NW
POR,1996,9,160,NW
POR,1996,9,190,NW
POR,1996,9,166,NW
POR,1996,9,164,NW
POR,1996,9,167,NW
POR,1996,9,174,NW
POR,1996,9,176,NW
POR,1996,9,137,NW
POR,1996,9,139,NW
POR,1996,9,143,NW
POR,1996,9,147,NW
POR,1996,9,174,NW
POR,1996,9,172,NW
POR,1996,9,143,NW
POR,1996,9,179,NW
POR,1996,9,207,NW
POR,1996,9,128,NW
POR,1996,9,193,NW
POR,1996,9,161,NW
POR,1996,9,179,NW
POR,1996,9,169,NW
POR,1996,9,170,NW
POR,1996,9,144,NW
POR,1996,9,155,NW
POR,1996,9,131,NW
POR,1996,9,182,NW
POR,1996,9,137,NW
POR,1996,9,161,NW
POR,1996,9,118,NW
POR,1996,9,181,NW
POR,1996,9,138,NW
POR,1996,9,143,NW
POR,1996,9,120,NW
POR,1996,9,152,NW
POR,1996,9,126,NW
POR,1996,9,134,NW
POR,1996,9,161,NW
POR,1996,9,197,NW
POR,1996,9,136,NW
POR,1996,9,232,NW
POR,1996,9,121,NW
POR,1996,9,165,NW
POR,1996,9,176,NW
POR,1996,9,158,NW
POR,1996,9,188,NW
POR,1996,9,177,NW
POR,1996,9,176,NW
POR,1996,9,184,NW
POR,1996,9,182,NW
POR,1996,9,126,NW
POR,1996,9,201,NW
POR,1996,9,183,NW
POR,1996,9,173,NW
POR,1996,9,195,NW
POR,1996,9,137,NW
POR,1996,9,155,NW
POR,1996,9,140,NW
POR,1996,9,150,NW
POR,1996,9,128,NW
POR,1996,9,184,NW
POR,1996,9,152,NW
POR,1996,9,166,NW
POR,1996,9,143,NW
POR,1996,9,115,NW
POR,1996,9,142,NW
POR,1996,9,161,NW
POR,1996,9,155,NW
POR,1996,9,166,NW
POR,1996,9,170,NW
POR,1996,9,120,NW
POR,1996,9,170,NW
POR,1996,9,165,NW
POR,1996,9,131,NW
POR,1996,9,196,NW
POR,1996,9,179,NW
POR,1996,9,183,NW
POR,1996,9,183,NW
POR,1996,9,165,NW
POR,1996,9,165,NW
POR,1996,9,150,NW
POR,1996,9,138,NW
POR,1996,9,179,NW
POR,1996,9,159,NW
POR,1996,9,156,NW
POR,1996,9,150,NW
POR,1996,9,147,NW
POR,1996,9,218,NW
POR,1996,9,152,NW
POR,1996,9,187,NW
POR,1996,9,136,NW
POR,1996,9,147,NW
POR,1996,9,168,NW
POR,1996,9,149,NW
POR,1996,9,142,NW
POR,1996,9,139,NW
POR,1996,9,166,NW
POR,1996,9,146,NW
POR,1996,9,170,NW
POR,1996,9,121,NW
POR,1996,9,181,NW
POR,1996,9,197,NW
POR,1996,9,174,NW
POR,1996,9,136,NW
POR,1996,9,150,NW
POR,1996,9,172,NW
POR,1996,9,144,NW
POR,1996,9,154,NW
POR,1996,9,181,NW
POR,1996,9,161,NW
POR,1996,9,159,NW
POR,1996,9,199,NW
POR,1996,9,219,NW
POR,1996,9,177,NW
POR,1996,9,167,NW
POR,1996,9,175,NW
POR,1996,9,155,NW
POR,1996,9,123,NW
POR,1996,9,181,NW
POR,1996,9,139,NW
POR,1996,9,177,NW
POR,1996,9,166,NW
POR,1996,9,183,NW
POR,1996,9,168,NW
POR,1996,9,178,NW
POR,1996,9,156,NW
POR,1996,9,161,NW
POR,1996,9,199,NW
POR,1996,9,173,NW
POR,1996,9,159,NW
POR,1996,9,204,NW
POR,1996,9,177,NW
POR,1996,9,148,NW
POR,1996,9,182,NW
POR,1996,9,166,NW
POR,1996,9,115,NW
POR,1996,9,177,NW
POR,1996,9,143,NW
POR,1996,9,175,NW
POR,1996,9,166,NW
POR,1996,9,178,NW
POR,1996,9,170,NW
POR,1996,9,189,NW
POR,1996,9,147,NW
POR,1996,9,173,NW
POR,1996,9,154,NW
POR,1996,9,196,NW
POR,1996,9,213,NW
POR,1996,9,161,NW
POR,1996,9,198,NW
POR,1996,9,196,NW
POR,1996,9,142,NW
POR,1996,9,157,NW
POR,1996,9,170,NW
POR,1996,9,179,NW
POR,1996,9,135,NW
POR,1996,9,143,NW
POR,1996,9,173,NW
POR,1996,9,149,NW
POR,1996,9,176,NW
POR,1996,9,173,NW
POR,1996,9,191,NW
POR,1996,9,181,NW
POR,1996,9,191,NW
POR,1996,9,156,NW
POR,1996,9,155,NW
POR,1996,9,150,NW
POR,1996,9,216,NW
POR,1996,9,158,NW
POR,1996,9,169,NW
POR,1996,9,173,NW
POR,1996,9,158,NW
POR,1996,9,139,NW
POR,1996,9,196,NW
POR,1996,9,176,NW
POR,1996,9,161,NW
POR,1996,9,132,NW
POR,1996,9,205,NW
POR,1996,9,199,NW
POR,1996,9,175,NW
POR,1996,9,178,NW
POR,1996,9,182,NW
POR,1996,9,172,NW
POR,1996,9,165,NW
POR,1996,9,193,NW
POR,1996,9,145,NW
POR,1996,9,133,NW
POR,1996,9,148,NW
POR,1996,9,151,NW
POR,1996,9,165,NW
POR,1996,9,157,NW
POR,1996,9,172,NW
POR,1996,9,205,NW
POR,1996,9,143,NW
POR,1996,9,170,NW
POR,1996,9,176,NW
POR,1996,9,197,NW
POR,1996,9,152,NW
POR,1996,9,189,NW
POR,1996,9,152,NW
POR,1996,9,134,NW
POR,1996,9,174,NW
POR,1996,9,141,NW
POR,1996,9,129,NW
POR,1996,9,161,NW
POR,1996,9,156,NW
POR,1996,9,197,NW
POR,1996,9,170,NW
POR,1996,9,210,NW
POR,1996,9,150,NW
POR,1996,9,196,NW
POR,1996,9,182,NW
POR,1996,9,172,NW
POR,1996,9,173,NW
POR,1996,9,214,NW
POR,1996,9,161,NW
POR,1996,9,154,NW
POR,1996,9,161,NW
POR,1996,9,144,NW
POR,1996,9,174,NW
POR,1996,9,161,NW
POR,1996,9,88,NW
POR,1996,9,143,NW
POR,1996,9,145,NW
POR,1996,9,212,NW
POR,1996,9,167,NW
POR,1996,9,161,NW
POR,1996,9,128,NW
POR,1996,9,118,NW
POR,1996,9,170,NW
POR,1996,9,143,NW
POR,1996,9,141,NW
POR,1996,9,158,NW
POR,1996,9,161,NW
POR,1996,9,112,NW
POR,1996,9,250,NW
POR,1996,9,234,NW
POR,1996,9,159,NW
POR,1996,9,177,NW
POR,1996,9,145,NW
POR,1996,9,195,NW
POR,1996,9,166,NW
POR,1996,9,165,NW
POR,1996,9,204,NW
POR,1996,9,196,NW
POR,1996,9,218,NW
POR,1996,9,156,NW
POR,1996,9,218,NW
POR,1996,9,181,NW
POR,1996,9,152,NW
POR,1996,9,170,NW
POR,1996,9,148,NW
POR,1996,9,204,NW
POR,1996,9,164,NW
POR,1996,9,205,NW
POR,1996,9,158,NW
POR,1996,9,155,NW
POR,1996,9,205,NW
POR,1996,9,198,NW
POR,1996,9,134,NW
POR,1996,9,192,NW
POR,1996,9,169,NW
POR,1996,9,181,NW
POR,1996,9,152,NW
POR,1996,9,170,NW
POR,1996,9,167,NW
POR,1996,9,219,NW
POR,1996,9,181,NW
POR,1996,9,179,NW
POR,1996,9,204,NW
POR,1996,9,181,NW
POR,1996,9,172,NW
POR,1996,9,143,NW
POR,1996,9,136,NW
POR,1996,9,159,NW
POR,1996,9,168,NW
POR,1996,9,164,NW
POR,1996,9,158,NW
POR,1996,9,179,NW
POR,1996,9,189,NW
POR,1996,9,170,NW
POR,1996,9,181,NW
POR,1996,9,184,NW
POR,1996,9,204,NW
POR,1996,9,150,NW
POR,1996,9,218,NW
POR,1996,9,145,NW
POR,1996,9,149,NW
POR,1996,9,221,NW
POR,1996,9,177,NW
POR,1996,9,152,NW
POR,1996,9,158,NW
POR,1996,9,134,NW
POR,1996,9,154,NW
POR,1996,9,155,NW
POR,1996,9,188,NW
POR,1996,9,143,NW
POR,1996,9,181,NW
POR,1996,9,204,NW
POR,1996,9,161,NW
POR,1996,9,194,NW
POR,1996,9,157,NW
POR,1996,9,143,NW
POR,1996,9,134,NW
POR,1996,9,159,NW
POR,1996,9,148,NW
POR,1996,9,188,NW
POR,1996,9,150,NW
POR,1996,9,148,NW
POR,1996,9,203,NW
POR,1996,9,177,NW
POR,1996,9,123,NW
POR,1996,9,200,NW
POR,1996,9,159,NW
POR,1996,9,181,NW
POR,1996,9,186,NW
POR,1996,9,127,NW
POR,1996,9,175,NW
POR,1996,9,161,NW
POR,1996,9,132,NW
POR,1996,9,181,NW
POR,1996,9,181,NW
POR,1996,9,122,NW
POR,1996,9,210,NW
POR,1996,9,143,NW
POR,1996,9,127,NW
POR,1996,9,162,NW
POR,1996,9,129,NW
POR,1996,9,188,NW
POR,1996,9,165,NW
POR,1996,9,152,NW
POR,1996,9,165,NW
POR,1996,9,158,NW
POR,1996,9,181,NW
POR,1996,9,134,NW
POR,1996,9,161,NW
POR,1996,9,205,NW
POR,1996,9,181,NW
POR,1996,9,134,NW
POR,1996,9,128,NW
POR,1996,9,186,NW
POR,1996,9,156,NW
POR,1996,9,159,NW
POR,1996,9,128,NW
POR,1996,9,120,NW
POR,1996,9,131,NW
POR,1996,9,207,NW
POR,1996,9,178,NW
POR,1996,9,181,NW
POR,1996,9,188,NW
POR,1996,9,127,NW
POR,1996,9,130,NW
POR,1996,9,164,NW
POR,1996,9,137,NW
POR,1996,9,151,NW
POR,1996,9,159,NW
POR,1996,9,117,NW
POR,1996,9,197,NW
POR,1996,9,157,NW
POR,1996,9,184,NW
POR,1996,9,147,NW
POR,1996,9,185,NW
POR,1996,9,169,NW
POR,1996,9,194,NW
POR,1996,9,142,NW
POR,1996,9,160,NW
POR,1996,9,126,NW
POR,1996,9,135,NW
POR,1996,9,132,NW
POR,1996,9,189,NW
POR,1996,9,179,NW
POR,1996,9,150,NW
POR,1996,9,213,NW
POR,1996,9,98,NW
POR,1996,9,210,NW
POR,1996,9,184,NW
POR,1996,9,189,NW
POR,1996,9,167,NW
POR,1996,9,194,NW
POR,1996,9,189,NW
POR,1996,9,181,NW
POR,1996,9,192,NW
POR,1996,9,181,NW
POR,1996,9,182,NW
POR,1996,9,154,NW
POR,1996,9,159,NW
POR,1996,9,182,NW
POR,1996,9,179,NW
POR,1996,9,220,NW
POR,1996,9,126,NW
POR,1996,9,133,NW
POR,1996,9,143,NW
POR,1996,9,136,NW
POR,1996,9,220,NW
POR,1996,9,163,NW
POR,1996,9,229,NW
POR,1996,9,154,NW
POR,1996,9,208,NW
POR,1996,9,164,NW
POR,1996,9,127,NW
POR,1996,9,126,NW
POR,1996,9,149,NW
POR,1996,9,150,NW
POR,1996,9,127,NW
POR,1996,9,95,NW
POR,1996,9,188,NW
POR,1996,9,93,NW
POR,1996,9,134,NW
POR,1996,9,94,NW
POR,1996,9,82,NW
POR,1996,9,249,NW
POR,1996,9,94,NW
POR,1996,9,93,NW
POR,1996,9,127,NW
POR,1996,9,114,NW
POR,1996,9,94,NW
POR,1996,9,114,NW
POR,1996,9,190,NW
POR,1996,9,168,NW
POR,1996,9,98,NW
POR,1996,9,188,NW
POR,1996,9,186,NW
POR,1996,9,123,NW
POR,1996,9,98,NW
POR,1996,9,91,NW
POR,1996,9,95,NW
POR,1996,9,127,NW
POR,1996,9,90,NW
POR,1996,9,120,NW
POR,1996,9,128,NW
POR,1996,9,127,NW
POR,1996,9,78,NW
POR,1996,9,87,NW
POR,1996,9,97,NW
POR,1996,9,92,NW
POR,1996,9,130,NW
POR,1996,9,219,NW
POR,1996,9,102,NW
POR,1996,9,131,NW
POR,1996,9,92,NW
POR,1996,9,104,NW
POR,1996,9,133,NW
POR,1996,9,102,NW
POR,1996,9,167,NW
POR,1996,9,150,NW
POR,1996,9,207,NW
POR,1996,9,143,NW
POR,1996,9,176,NW
POR,1996,9,94,NW
POR,1996,9,116,NW
POR,1996,9,115,NW
POR,1996,9,140,NW
POR,1996,9,152,NW
POR,1996,9,95,NW
POR,1996,9,94,NW
POR,1996,9,93,NW
POR,1996,9,154,NW
POR,1996,9,179,NW
POR,1996,9,92,NW
POR,1996,9,205,NW
POR,1996,9,93,NW
POR,1996,9,170,NW
POR,1996,9,143,NW
POR,1996,9,205,NW
POR,1996,9,143,NW
POR,1995,3,200,NW
POR,1995,3,134,NW
POR,1995,3,178,NW
POR,1995,3,184,NW
POR,1995,3,173,NW
POR,1995,3,161,NW
POR,1995,3,138,NW
POR,1995,3,179,NW
POR,1995,3,237,NW
POR,1995,3,197,NW
POR,1995,3,168,NW
POR,1995,3,166,NW
POR,1995,3,131,NW
POR,1995,3,144,NW
POR,1995,3,171,NW
POR,1995,3,154,NW
POR,1995,3,123,NW
POR,1995,3,155,NW
POR,1995,3,155,NW
POR,1995,3,126,NW
POR,1995,3,165,NW
POR,1995,3,147,NW
POR,1995,3,177,NW
POR,1995,3,118,NW
POR,1995,3,169,NW
POR,1995,3,142,NW
POR,1995,3,181,NW
POR,1995,3,173,NW
POR,1995,3,149,NW
POR,1995,3,129,NW
POR,1995,3,150,NW
POR,1995,3,167,NW
POR,1995,3,126,NW
POR,1995,3,166,NW
POR,1995,3,186,NW
POR,1995,3,120,NW
POR,1995,3,112,NW
POR,1995,3,159,NW
POR,1995,3,159,NW
POR,1995,3,146,NW
POR,1995,3,117,NW
POR,1995,3,138,NW
POR,1995,3,148,NW
POR,1995,3,100,NW
POR,1995,3,142,NW
POR,1995,3,195,NW
POR,1995,3,172,NW
POR,1995,3,177,NW
POR,1995,3,182,NW
POR,1995,3,123,NW
POR,1995,3,159,NW
POR,1995,3,137,NW
POR,1995,3,139,NW
POR,1995,3,138,NW
POR,1995,3,153,NW
POR,1995,3,184,NW
POR,1995,3,156,NW
POR,1995,3,173,NW
POR,1995,3,138,NW
POR,1995,3,135,NW
POR,1995,3,176,NW
POR,1995,3,134,NW
POR,1995,3,150,NW
POR,1995,3,173,NW
POR,1995,3,115,NW
POR,1995,3,146,NW
POR,1995,3,133,NW
POR,1995,3,134,NW
POR,1995,3,171,NW
POR,1995,3,188,NW
POR,1995,3,167,NW
POR,1995,3,157,NW
POR,1995,3,177,NW
POR,1995,3,174,NW
POR,1995,3,120,NW
POR,1995,3,180,NW
POR,1995,3,168,NW
POR,1995,3,201,NW
POR,1995,3,181,NW
POR,1995,3,200,NW
POR,1995,3,205,NW
POR,1995,3,186,NW
POR,1995,3,180,NW
POR,1995,3,208,NW
POR,1995,3,147,NW
POR,1995,3,173,NW
POR,1995,3,183,NW
POR,1995,3,103,NW
POR,1995,3,215,NW
POR,1995,3,190,NW
POR,1995,3,107,NW
POR,1995,3,115,NW
POR,1995,3,172,NW
POR,1995,3,140,NW
POR,1995,3,102,NW
POR,1995,3,131,NW
POR,1995,3,144,NW
POR,1995,3,130,NW
POR,1995,3,190,NW
POR,1995,3,171,NW
POR,1995,3,202,NW
POR,1995,3,145,NW
POR,1995,3,169,NW
POR,1995,3,165,NW
POR,1995,3,191,NW
POR,1995,3,158,NW
POR,1995,3,173,NW
POR,1995,3,103,NW
POR,1995,3,175,NW
POR,1995,3,138,NW
POR,1995,3,106,NW
POR,1995,3,181,NW
POR,1995,3,184,NW
POR,1995,3,149,NW
POR,1995,3,176,NW
POR,1995,3,98,NW
POR,1995,3,101,NW
POR,1995,3,137,NW
POR,1995,3,151,NW
POR,1995,3,187,NW
POR,1995,3,181,NW
POR,1995,3,115,NW
POR,1995,3,115,NW
POR,1995,3,112,NW
POR,1995,3,105,NW
POR,1995,3,120,NW
POR,1995,3,133,NW
POR,1995,3,95,NW
POR,1995,3,154,NW
POR,1995,3,156,NW
POR,1995,3,108,NW
POR,1995,3,175,NW
POR,1995,3,144,NW
POR,1995,3,125,NW
POR,1995,3,196,NW
POR,1995,3,202,NW
POR,1995,3,118,NW
POR,1995,3,159,NW
POR,1995,3,210,NW
POR,1995,3,130,NW
POR,1995,3,158,NW
POR,1995,3,164,NW
POR,1995,3,116,NW
POR,1995,3,142,NW
POR,1995,3,165,NW
POR,1995,3,199,NW
POR,1995,3,185,NW
POR,1995,3,159,NW
POR,1995,3,119,NW
POR,1995,3,140,NW
POR,1995,3,177,NW
POR,1995,3,161,NW
POR,1995,3,114,NW
POR,1995,3,143,NW
POR,1995,3,125,NW
POR,1995,3,99,NW
POR,1995,3,131,NW
POR,1995,3,118,NW
POR,1995,3,119,NW
POR,1995,3,131,NW
POR,1995,3,151,NW
POR,1995,3,151,NW
POR,1995,3,137,NW
POR,1995,3,149,NW
POR,1995,3,150,NW
POR,1995,3,138,NW
POR,1995,3,137,NW
POR,1995,3,125,NW
POR,1995,3,116,NW
POR,1995,3,153,NW
POR,1995,3,118,NW
POR,1995,3,156,NW
POR,1995,3,121,NW
POR,1995,3,120,NW
POR,1995,3,210,NW
POR,1995,3,131,NW
POR,1995,3,134,NW
POR,1995,3,155,NW
POR,1995,3,163,NW
POR,1995,3,117,NW
POR,1995,3,148,NW
POR,1995,3,104,NW
POR,1995,3,142,NW
POR,1995,3,147,NW
POR,1995,3,138,NW
POR,1995,3,120,NW
POR,1995,3,121,NW
POR,1995,3,141,NW
POR,1995,3,128,NW
POR,1995,3,110,NW
POR,1995,3,114,NW
POR,1995,3,107,NW
POR,1995,3,155,NW
POR,1995,3,117,NW
POR,1995,3,106,NW
POR,1995,3,120,NW
POR,1995,3,119,NW
POR,1995,3,124,NW
POR,1995,3,160,NW
POR,1995,3,165,NW
POR,1995,3,121,NW
POR,1995,3,140,NW
POR,1995,3,99,NW
POR,1995,3,118,NW
POR,1995,3,124,NW
POR,1995,3,139,NW
POR,1995,3,133,NW
POR,1995,3,138,NW
POR,1995,3,111,NW
POR,1995,3,131,NW
POR,1995,3,124,NW
POR,1995,3,148,NW
POR,1995,3,143,NW
POR,1995,3,115,NW
POR,1995,3,118,NW
POR,1995,3,142,NW
POR,1995,3,166,NW
POR,1995,3,115,NW
POR,1995,3,115,NW
POR,1995,3,133,NW
POR,1995,3,146,NW
POR,1995,3,111,NW
POR,1995,3,142,NW
POR,1995,3,159,NW
POR,1995,3,165,NW
POR,1995,3,152,NW
POR,1995,3,142,NW
POR,1995,3,119,NW
POR,1995,3,141,NW
POR,1995,3,136,NW
POR,1995,3,127,NW
POR,1995,3,93,NW
POR,1995,3,131,NW
POR,1995,3,142,NW
POR,1995,3,151,NW
POR,1995,3,134,NW
POR,1995,3,118,NW
POR,1995,3,129,NW
POR,1995,3,142,NW
POR,1995,3,143,NW
POR,1995,3,149,NW
POR,1995,3,142,NW
POR,1995,3,110,NW
POR,1995,3,132,NW
POR,1995,3,154,NW
POR,1995,3,114,NW
POR,1995,3,118,NW
POR,1995,3,132,NW
POR,1995,3,136,NW
POR,1995,3,102,NW
POR,1995,3,160,NW
POR,1995,3,162,NW
POR,1995,3,145,NW
POR,1995,3,110,NW
POR,1995,3,158,NW
POR,1995,3,149,NW
POR,1995,3,135,NW
POR,1995,3,142,NW
POR,1995,3,126,NW
POR,1995,3,145,NW
POR,1995,3,189,NW
POR,1995,3,116,NW
POR,1995,3,142,NW
POR,1995,3,108,NW
POR,1995,3,176,NW
POR,1995,3,173,NW
POR,1995,3,138,NW
POR,1995,3,139,NW
POR,1995,3,136,NW
POR,1995,3,132,NW
POR,1995,3,118,NW
POR,1995,3,111,NW
POR,1995,3,150,NW
POR,1995,3,141,NW
POR,1995,3,124,NW
POR,1995,3,118,NW
POR,1995,3,117,NW
POR,1995,3,155,NW
POR,1995,3,125,NW
POR,1995,3,151,NW
POR,1995,3,143,NW
POR,1995,3,134,NW
POR,1995,3,123,NW
POR,1995,3,148,NW
POR,1995,3,140,NW
POR,1995,3,160,NW
POR,1995,3,169,NW
POR,1995,3,135,NW
POR,1995,3,142,NW
POR,1995,3,170,NW
POR,1995,3,150,NW
POR,1995,3,134,NW
POR,1995,3,114,NW
POR,1995,3,141,NW
POR,1995,3,144,NW
POR,1995,3,134,NW
POR,1995,3,146,NW
POR,1995,3,137,NW
POR,1995,3,130,NW
POR,1995,3,137,NW
POR,1995,3,136,NW
POR,1995,3,127,NW
POR,1995,3,157,NW
POR,1995,3,144,NW
POR,1995,3,181,NW
POR,1995,3,185,NW
POR,1995,3,117,NW
POR,1995,3,119,NW
POR,1995,3,154,NW
POR,1995,3,154,NW
POR,1995,3,134,NW
POR,1995,3,120,NW
POR,1995,3,144,NW
POR,1995,3,123,NW
POR,1995,3,167,NW
POR,1995,3,165,NW
POR,1995,3,130,NW
POR,1995,3,159,NW
POR,1995,3,130,NW
POR,1995,3,130,NW
POR,1995,3,132,NW
POR,1995,3,115,NW
POR,1995,3,134,NW
POR,1995,3,108,NW
POR,1995,3,100,NW
POR,1995,3,123,NW
POR,1995,3,153,NW
POR,1995,3,129,NW
POR,1995,3,92,NW
POR,1995,3,135,NW
POR,1995,3,126,NW
POR,1995,3,146,NW
POR,1995,3,151,NW
POR,1995,3,205,NW
POR,1995,3,212,NW
POR,1995,3,126,NW
POR,1995,3,119,NW
POR,1995,3,127,NW
POR,1995,3,146,NW
POR,1995,3,157,NW
POR,1995,3,133,NW
POR,1995,3,123,NW
POR,1995,3,187,NW
POR,1995,3,134,NW
POR,1995,3,134,NW
POR,1995,3,127,NW
POR,1995,3,113,NW
POR,1995,3,128,NW
POR,1995,3,128,NW
POR,1995,3,135,NW
POR,1995,3,121,NW
POR,1995,3,134,NW
POR,1995,3,133,NW
POR,1995,3,169,NW
POR,1995,3,132,NW
POR,1995,3,153,NW
POR,1995,3,148,NW
POR,1995,3,120,NW
POR,1995,3,134,NW
POR,1995,3,120,NW
POR,1995,3,128,NW
POR,1995,3,135,NW
POR,1995,3,134,NW
POR,1995,3,158,NW
POR,1995,3,149,NW
POR,1995,3,115,NW
POR,1995,3,118,NW
POR,1995,3,126,NW
POR,1995,3,133,NW
POR,1995,3,158,NW
POR,1995,3,154,NW
POR,1995,3,140,NW
POR,1995,3,152,NW
POR,1995,3,130,NW
POR,1995,3,107,NW
POR,1995,3,126,NW
POR,1995,3,119,NW
POR,1995,3,138,NW
POR,1995,3,148,NW
POR,1995,3,147,NW
POR,1995,3,140,NW
POR,1995,3,147,NW
POR,1995,3,129,NW
POR,1995,3,115,NW
POR,1995,3,134,NW
POR,1995,3,135,NW
POR,1995,3,134,NW
POR,1995,3,116,NW
POR,1995,3,174,NW
POR,1995,3,111,NW
POR,1995,3,112,NW
POR,1995,3,119,NW
POR,1995,3,139,NW
POR,1995,3,175,NW
POR,1995,3,126,NW
POR,1995,3,128,NW
POR,1995,3,106,NW
POR,1995,3,129,NW
POR,1995,3,138,NW
POR,1995,3,126,NW
POR,1995,3,200,NW
POR,1995,3,98,NW
POR,1995,3,130,NW
POR,1995,3,126,NW
POR,1995,3,146,NW
POR,1995,3,102,NW
POR,1995,3,145,NW
POR,1995,3,137,NW
POR,1995,3,126,NW
POR,1995,3,135,NW
POR,1995,3,126,NW
POR,1995,3,142,NW
POR,1995,3,115,NW
POR,1995,3,127,NW
POR,1995,3,125,NW
POR,1995,3,129,NW
POR,1995,3,148,NW
POR,1995,3,169,NW
POR,1995,3,118,NW
POR,1995,3,132,NW
POR,1995,3,153,NW
POR,1995,3,120,NW
POR,1995,3,136,NW
POR,1995,3,120,NW
POR,1995,3,133,NW
POR,1995,3,122,NW
POR,1995,3,150,NW
POR,1995,3,107,NW
POR,1995,3,148,NW
POR,1995,3,110,NW
POR,1995,3,158,NW
POR,1995,3,148,NW
POR,1995,3,134,NW
POR,1995,3,173,NW
POR,1995,3,131,NW
POR,1995,3,152,NW
POR,1995,3,137,NW
POR,1995,3,141,NW
POR,1995,3,126,NW
POR,1995,3,122,NW
POR,1995,3,136,NW
POR,1995,3,154,NW
POR,1995,3,145,NW
POR,1995,3,138,NW
POR,1995,3,114,NW
POR,1995,3,129,NW
POR,1995,3,123,NW
POR,1995,3,139,NW
POR,1995,3,128,NW
POR,1995,3,150,NW
POR,1995,3,172,NW
POR,1995,3,141,NW
POR,1995,3,131,NW
POR,1995,3,118,NW
POR,1995,3,209,NW
POR,1995,3,134,NW
POR,1995,3,153,NW
POR,1995,3,138,NW
POR,1995,3,134,NW
POR,1995,3,142,NW
POR,1995,3,102,NW
POR,1995,3,134,NW
POR,1995,3,138,NW
POR,1995,3,129,NW
POR,1995,3,132,NW
POR,1995,3,148,NW
POR,1995,3,124,NW
POR,1995,3,115,NW
POR,1995,3,135,NW
POR,1995,3,142,NW
POR,1995,3,146,NW
POR,1995,3,121,NW
POR,1995,3,124,NW
POR,1995,3,132,NW
POR,1995,3,139,NW
POR,1995,3,126,NW
POR,1995,3,153,NW
POR,1995,3,170,NW
POR,1995,3,168,NW
POR,1995,3,128,NW
POR,1995,3,115,NW
POR,1995,3,137,NW
POR,1995,3,143,NW
POR,1995,3,145,NW
POR,1995,3,137,NW
POR,1995,3,126,NW
POR,1995,3,121,NW
POR,1995,3,100,NW
POR,1995,3,184,NW
POR,1995,3,105,NW
POR,1995,3,130,NW
POR,1995,3,117,NW
POR,1995,3,161,NW
POR,1995,3,138,NW
POR,1995,3,142,NW
POR,1995,3,150,NW
POR,1995,3,165,NW
POR,1995,3,133,NW
POR,1995,3,141,NW
POR,1995,3,125,NW
POR,1995,3,106,NW
POR,1995,3,99,NW
POR,1995,3,143,NW
POR,1995,3,107,NW
POR,1995,3,119,NW
POR,1995,3,146,NW
POR,1995,3,126,NW
POR,1995,3,146,NW
POR,1995,3,133,NW
POR,1995,3,123,NW
POR,1995,3,212,NW
POR,1995,3,126,NW
POR,1995,3,110,NW
POR,1995,3,137,NW
POR,1995,3,140,NW
POR,1995,3,139,NW
POR,1995,3,128,NW
POR,1995,3,110,NW
POR,1995,3,98,NW
POR,1995,3,125,NW
POR,1995,3,155,NW
POR,1995,3,143,NW
POR,1995,3,150,NW
POR,1995,3,132,NW
POR,1995,3,132,NW
POR,1995,3,124,NW
POR,1995,3,102,NW
POR,1995,3,134,NW
POR,1995,3,155,NW
POR,1995,3,113,NW
POR,1995,3,130,NW
POR,1995,3,145,NW
POR,1995,3,155,NW
POR,1995,3,148,NW
POR,1995,3,134,NW
POR,1995,3,134,NW
POR,1995,3,134,NW
POR,1995,3,168,NW
POR,1995,3,112,NW
POR,1995,3,184,NW
POR,1995,3,121,NW
POR,1995,3,170,NW
POR,1995,3,165,NW
POR,1995,3,152,NW
POR,1995,3,117,NW
POR,1995,3,137,NW
POR,1995,3,153,NW
POR,1995,3,145,NW
POR,1995,3,121,NW
POR,1995,3,158,NW
